Sample_Name,ML
SB2713433309,101
SB2713433994,101
SB2713433913,278
SB2713433208,401
SB2713434145,357
SB2713434413,388
SB2713434034,10
SB2713433922,602
SB2713433423,162
SB2713433267,-
SB2713434243,652
SB2713433327,69
SB2713434014,-
SB2713434457,3580
SB2713434135,5308
SB2713433486,69
SB2713433375,10
SB2713433581,95
SB2713433743,345
SB2713433254,345
SB2713433956,641
SB2713434231,58
SB2713433953,1079
SB2713433195,446
SB2713434040,399
SB2713433805,10
SB2713434056,1585
SB2713434116,134
SB2713433181,86
SB2713433555,998
SB2713434217,38
SB2713433724,101
SB2713433374,86
SB2713434272,706
SB2713434153,131
SB2713433414,3695
SB2713434452,155
SB2713433717,-
SB2713433585,73
SB2713434184,101
SB2713433897,135
SB2713433794,56
SB2713433741,218
SB2713433462,7870
SB2713434303,73
SB2713433258,135
SB2713434459,401
SB2713433357,1056
SB2713433489,38
SB2713434065,95
SB2713433614,131
SB2713433918,1159
SB2713434307,131
SB2713433777,399
SB2713433569,131
SB2713434479,681
SB2713434107,1611
SB2713433183,607
SB2713434211,69
SB2713434109,652
SB2713433778,641
SB2713433621,73
SB2713434096,428
SB2713433809,10
SB2713433204,216
SB2713434298,131
SB2713433556,95
SB2713433566,80
SB2713433211,8560
SB2713434190,6069
SB2713433352,1611
SB2713433307,131
SB2713433853,297
SB2713434128,2388
SB2713433206,1434
SB2713433411,131
SB2713433980,542
SB2713433619,349
SB2713434121,58
SB2713434287,101
SB2713433776,641
SB2713433917,1139
SB2713433263,1434
SB2713433413,5378
SB2713433876,-
SB2713433789,641
SB2713434403,95
SB2713433541,141
SB2713433816,1434
SB2713433380,1434
SB2713433855,332
SB2713434249,117
SB2713433810,1079
SB2713433660,95
SB2713433252,162
SB2713433814,1081
SB2713433592,998
SB2713433979,101
SB2713433201,399
SB2713433376,1434
SB2713434073,120
SB2713433823,101
SB2713433224,201
SB2713434105,23
SB2713434020,58
SB2713434523,4995
SB2713433430,48
SB2713433553,95
SB2713433871,-
SB2713433441,401
SB2713433884,540
SB2713433483,73
SB2713434193,429
SB2713433227,607
SB2713433966,-
SB2713434309,3018
SB2713434098,602
SB2713433432,10
SB2713433573,10
SB2713433919,348
SB2713433290,117
SB2713433898,1844
SB2713433265,316
SB2713433415,216
SB2713434142,442
SB2713433543,95
SB2713433313,162
SB2713433602,131
SB2713433209,607
SB2713433219,223
SB2713434454,442
SB2713434466,69
SB2713433865,68
SB2713434012,10
SB2713433481,73
SB2713434262,399
SB2713434141,127
SB2713434043,131
SB2713433390,949
SB2713433923,1146
SB2713433467,127
SB2713433457,401
SB2713433200,1147
SB2713433412,399
SB2713434186,2522
SB2713434064,73
SB2713433819,58
SB2713433588,1231
SB2713433984,542
SB2713433715,117
SB2713433214,1204
SB2713433409,7233
SB2713434406,73
SB2713434201,1236
SB2713433280,602
SB2713433772,10
SB2713433875,635
SB2713434362,73
SB2713433546,95
SB2713434132,88
SB2713434001,34
SB2713433771,399
SB2713433311,602
SB2713433924,569
SB2713433223,101
SB2713433997,101
SB2713433371,10
SB2713433459,4995
SB2713433274,48
SB2713434404,95
SB2713433774,399
SB2713434094,57
SB2713434285,1122
SB2713433986,10
SB2713434528,6189
SB2713433285,101
SB2713433544,12
SB2713433179,2521
SB2713433813,93
SB2713434076,404
SB2713434220,1618
SB2713433594,404
SB2713434114,162
SB2713434074,-
SB2713433879,278
SB2713433801,88
SB2713434136,761
SB2713433518,95
SB2713433205,165
SB2713434091,-
SB2713433603,14
SB2713433328,212
SB2713434354,95
SB2713433746,75
SB2713434218,336
SB2713434405,144
SB2713433920,117
SB2713434182,3580
SB2713433775,399
SB2713434314,73
SB2713433526,127
SB2713433513,127
SB2713433938,164
SB2713433780,641
SB2713434453,446
SB2713433815,48
SB2713434415,131
SB2713433193,162
SB2713433606,131
SB2713434364,1278
SB2713433210,-
SB2713434157,636
SB2713433817,409
SB2713434255,-
SB2713433488,420
SB2713434183,352
SB2713433959,2531
SB2713434409,95
SB2713433515,1231
SB2713433584,131
SB2713433452,5914
SB2713434275,10
SB2713433834,399
SB2713433403,101
SB2713434092,1844
SB2713434005,443
SB2713434524,3580
SB2713434297,-
SB2713433436,4623
SB2713433575,38
SB2713433256,131
SB2713433904,681
SB2713433770,641
SB2713433255,43
SB2713433356,1056
SB2713434180,1177
SB2713434266,117
SB2713433325,212
SB2713434374,443
SB2713433926,1308
SB2713433482,95
SB2713433624,73
SB2713433533,73
SB2713434377,409
SB2713434083,127
SB2713434400,1079
SB2713433182,58
SB2713433967,10
SB2713434246,2598
SB2713433242,10
SB2713433893,58
SB2713433731,117
SB2713433571,73
SB2713434016,58
SB2713433461,10
SB2713433540,131
SB2713434273,906
SB2713434426,127
SB2713434460,401
SB2713433485,1193
SB2713433785,399
SB2713433861,1081
SB2713433887,1727
SB2713433757,399
SB2713433545,73
SB2713433829,117
SB2713433552,95
SB2713433651,131
SB2713433393,-
SB2713433826,10
SB2713433221,1434
SB2713434245,10
SB2713434277,164
SB2713433833,399
SB2713433761,641
SB2713433220,942
SB2713434394,48
SB2713433932,2144
SB2713434446,144
SB2713433996,101
SB2713433289,101
SB2713433241,117
SB2713433438,1308
SB2713433184,1079
SB2713434219,355
SB2713434122,131
SB2713434271,278
SB2713434440,23
SB2713434251,1079
SB2713433890,428
SB2713433449,2387
SB2713433915,345
SB2713433935,388
SB2713434010,1434
SB2713434386,4774
SB2713434282,155
SB2713433479,95
SB2713433431,442
SB2713433410,101
SB2713433758,399
SB2713433764,399
SB2713434494,295
SB2713434412,127
SB2713433648,127
SB2713433572,62
SB2713434230,162
SB2713433453,1308
SB2713433560,73
SB2713434171,540
SB2713433989,216
SB2713433524,131
SB2713433642,131
SB2713434462,871
SB2713433988,165
SB2713433797,401
SB2713433579,127
SB2713433873,4094
SB2713434504,10
SB2713434417,401
SB2713433379,10
SB2713434381,5308
SB2713434103,57
SB2713434433,569
SB2713434140,69
SB2713434294,2175
SB2713433383,295
SB2713433424,442
SB2713434289,428
SB2713434306,2604
SB2713434138,1972
SB2713433859,23
SB2713434023,-
SB2713434108,212
SB2713433303,131
SB2713433732,117
SB2713434156,131
SB2713433992,101
SB2713434086,69
SB2713433726,212
SB2713433450,316
SB2713434025,1236
SB2713434471,69
SB2713434258,6927
SB2713434154,372
SB2713433880,1844
SB2713434402,135
SB2713434358,127
SB2713434106,2171
SB2713433900,155
SB2713434304,73
SB2713433578,95
SB2713433523,10
SB2713434019,847
SB2713434247,-
SB2713433993,443
SB2713434174,73
SB2713433495,95
SB2713434448,7804
SB2713433229,5295
SB2713433972,1721
SB2713433881,131
SB2713433618,404
SB2713433534,73
SB2713433272,154
SB2713433654,69
SB2713434139,404
SB2713433626,12
SB2713433899,196
SB2713433798,-
SB2713434008,2531
SB2713433283,101
SB2713434229,1721
SB2713434475,69
SB2713433644,127
SB2713433885,135
SB2713433806,-
SB2713433329,602
SB2713433779,641
SB2713433421,1656
SB2713434007,443
SB2713433933,58
SB2713434204,4995
SB2713433358,2040
SB2713433244,345
SB2713433800,101
SB2713433251,10
SB2713434166,127
SB2713433580,127
SB2713433781,641
SB2713434252,409
SB2713433735,720
SB2713434357,127
SB2713433599,131
SB2713433388,962
SB2713433998,443
SB2713433981,345
SB2713434311,131
SB2713433788,641
SB2713434176,73
SB2713433896,1679
SB2713433440,56
SB2713433595,131
SB2713433929,1434
SB2713433439,607
SB2713434418,58
SB2713433891,1434
SB2713433425,3594
SB2713433750,399
SB2713434159,95
SB2713434493,23
SB2713433718,117
SB2713433762,399
SB2713433962,-
SB2713434385,401
SB2713433400,409
SB2713433549,405
SB2713433882,906
SB2713433812,1079
SB2713433471,349
SB2713433960,2531
SB2713433767,399
SB2713434077,127
SB2713434066,2474
SB2713434391,2521
SB2713433319,720
SB2713434137,67
SB2713434350,95
SB2713433373,1429
SB2713433973,215
SB2713434279,141
SB2713433931,10
SB2713433605,2015
SB2713433613,12
SB2713434188,3698
SB2713433427,906
SB2713434401,1851
SB2713433854,141
SB2713434155,95
SB2713434095,1594
SB2713434149,131
SB2713433199,647
SB2713433470,131
SB2713434115,345
SB2713433264,4532
SB2713433509,131
SB2713433492,141
SB2713433837,101
SB2713434187,135
SB2713433554,141
SB2713433185,345
SB2713433501,127
SB2713434366,131
SB2713434474,95
SB2713433970,536
SB2713433870,351
SB2713433249,398
SB2713433551,131
SB2713434028,2531
SB2713433202,6069
SB2713433941,491
SB2713433504,5041
SB2713434200,-
SB2713434146,73
SB2713434495,5881
SB2713433382,2522
SB2713433792,746
SB2713434239,109
SB2713434238,3580
SB2713434467,73
SB2713433434,409
SB2713433661,420
SB2713433818,-
SB2713433218,-
SB2713434192,212
SB2713433273,58
SB2713433345,117
SB2713434295,69
SB2713434147,127
SB2713433587,297
SB2713433629,12
SB2713434437,117
SB2713433437,101
SB2713434198,602
SB2713433228,3234
SB2713434189,1122
SB2713433216,642
SB2713433542,127
SB2713433903,23
SB2713433942,1385
SB2713433190,1434
SB2713434022,410
SB2713434009,1434
SB2713433719,58
SB2713433381,10
SB2713433822,-
SB2713433500,428
SB2713434379,58
SB2713433831,1081
SB2713433769,399
SB2713433426,58
SB2713434503,683
SB2713433857,1844
SB2713433340,101
SB2713433196,88
SB2713433284,101
SB2713433372,86
SB2713433921,399
SB2713433484,10
SB2713433266,388
SB2713433733,88
SB2713433878,399
SB2713434450,652
SB2713434361,38
SB2713434410,-
SB2713434276,1727
SB2713434393,-
SB2713433180,607
SB2713433304,69
SB2713433245,345
SB2713434038,10
SB2713433203,101
SB2713434250,616
SB2713434392,5378
SB2713434006,443
SB2713433755,641
SB2713433825,48
SB2713434278,399
SB2713434069,131
SB2713434175,10
SB2713433490,1231
SB2713434236,942
SB2713433315,101
SB2713434449,164
SB2713434260,1434
SB2713433257,428
SB2713433936,706
SB2713433957,898
SB2713433768,641
SB2713433892,48
SB2713433765,641
SB2713433238,278
SB2713433346,10
SB2713434113,6069
SB2713434164,131
SB2713434299,73
SB2713434435,2556
SB2713433225,297
SB2713434380,101
